"","X","year","sex","education","vocabulary"
"17757",19980402,1998,"Female",12,4
"17758",19980408,1998,"Female",14,8
"17759",19980409,1998,"Male",14,6
"17760",19980411,1998,"Male",12,5
"17761",19980412,1998,"Female",15,5
"17762",19980416,1998,"Male",20,9
"17763",19980420,1998,"Female",12,8
"17764",19980421,1998,"Female",12,5
"17765",19980422,1998,"Male",11,7
"17766",19980424,1998,"Male",14,7
"17767",19980425,1998,"Male",13,6
"17768",19980426,1998,"Male",12,8
"17769",19980430,1998,"Female",8,8
"17770",19980433,1998,"Female",14,6
"17771",19980436,1998,"Female",12,4
"17772",19980438,1998,"Female",12,3
"17773",19980439,1998,"Male",13,5
"17774",19980440,1998,"Female",14,5
"17775",19980445,1998,"Female",13,8
"17776",19980448,1998,"Female",17,7
"17777",19980451,1998,"Female",12,4
"17778",19980452,1998,"Female",14,5
"17779",19980453,1998,"Female",16,8
"17780",19980458,1998,"Female",13,6
"17781",19980459,1998,"Male",19,5
"17782",19980462,1998,"Male",14,7
"17783",19980463,1998,"Male",12,6
"17784",19980464,1998,"Female",14,7
"17785",19980470,1998,"Female",14,6
"17786",19980471,1998,"Female",16,10
"17787",19980473,1998,"Female",15,8
"17788",19980475,1998,"Male",18,6
"17789",19980478,1998,"Female",16,8
"17790",19980480,1998,"Male",18,9
"17791",19980481,1998,"Female",16,8
"17792",19980483,1998,"Female",13,8
"17793",19980485,1998,"Male",18,9
"17794",19980486,1998,"Female",5,1
"17795",19980487,1998,"Female",12,6
"17796",19980489,1998,"Male",15,5
"17797",19980493,1998,"Female",13,7
"17798",19980495,1998,"Male",11,6
"17799",19980498,1998,"Female",18,7
"17800",19980499,1998,"Female",16,10
"17801",19980502,1998,"Female",12,4
"17802",19980505,1998,"Female",14,6
"17803",19980509,1998,"Female",11,6
"17804",19980514,1998,"Male",8,3
"17805",19980515,1998,"Female",3,4
"17806",19980519,1998,"Male",16,3
"17807",19980522,1998,"Female",13,7
"17808",19980524,1998,"Female",16,9
"17809",19980528,1998,"Female",14,6
"17810",19980529,1998,"Female",18,10
"17811",19980531,1998,"Male",16,8
"17812",19980532,1998,"Male",16,6
"17813",19980534,1998,"Male",12,6
"17814",19980535,1998,"Male",16,3
"17815",19980536,1998,"Male",12,5
"17816",19980541,1998,"Female",12,4
"17817",19980544,1998,"Female",13,6
"17818",19980547,1998,"Male",10,2
"17819",19980550,1998,"Female",11,3
"17820",19980551,1998,"Male",17,5
"17821",19980554,1998,"Male",16,8
"17822",19980555,1998,"Female",12,8
"17823",19980557,1998,"Female",19,9
"17824",19980560,1998,"Female",16,7
"17825",19980562,1998,"Female",12,6
"17826",19980563,1998,"Female",16,6
"17827",19980568,1998,"Female",14,8
"17828",19980572,1998,"Female",16,10
"17829",19980574,1998,"Male",12,5
"17830",19980577,1998,"Female",12,5
"17831",19980578,1998,"Male",12,6
"17832",19980579,1998,"Female",12,5
"17833",19980582,1998,"Female",12,6
"17834",19980584,1998,"Female",10,3
"17835",19980585,1998,"Female",14,7
"17836",19980588,1998,"Female",12,10
"17837",19980590,1998,"Male",14,7
"17838",19980591,1998,"Male",15,10
"17839",19980593,1998,"Female",15,9
"17840",19980595,1998,"Male",16,8
"17841",19980596,1998,"Female",16,6
"17842",19980597,1998,"Male",13,7
"17843",19980600,1998,"Female",14,6
"17844",19980604,1998,"Male",12,5
"17845",19980605,1998,"Male",15,2
"17846",19980606,1998,"Male",12,6
"17847",19980607,1998,"Female",12,5
"17848",19980609,1998,"Male",12,6
"17849",19980611,1998,"Female",13,5
"17850",19980615,1998,"Male",12,8
"17851",19980616,1998,"Female",16,7
"17852",19980619,1998,"Female",12,4
"17853",19980620,1998,"Female",13,6
"17854",19980621,1998,"Male",16,7
"17855",19980622,1998,"Male",12,2
"17856",19980623,1998,"Male",12,7
"17857",19980624,1998,"Male",16,8
"17858",19980630,1998,"Female",16,3
"17859",19980631,1998,"Male",12,6
"17860",19980633,1998,"Female",16,6
"17861",19980636,1998,"Male",18,6
"17862",19980638,1998,"Female",13,8
"17863",19980639,1998,"Female",10,6
"17864",19980640,1998,"Female",12,0
"17865",19980642,1998,"Female",12,4
"17866",19980645,1998,"Female",12,2
"17867",19980647,1998,"Female",12,6
"17868",19980651,1998,"Female",12,6
"17869",19980653,1998,"Female",10,9
"17870",19980654,1998,"Female",12,6
"17871",19980655,1998,"Female",12,4
"17872",19980661,1998,"Female",13,6
"17873",19980663,1998,"Male",15,8
"17874",19980667,1998,"Male",17,9
"17875",19980669,1998,"Female",17,6
"17876",19980670,1998,"Female",12,6
"17877",19980675,1998,"Female",13,5
"17878",19980676,1998,"Male",12,8
"17879",19980677,1998,"Male",8,5
"17880",19980678,1998,"Male",12,6
"17881",19980680,1998,"Female",12,4
"17882",19980681,1998,"Female",12,6
"17883",19980683,1998,"Female",12,6
"17884",19980684,1998,"Male",16,6
"17885",19980687,1998,"Female",14,5
"17886",19980689,1998,"Female",17,6
"17887",19980692,1998,"Female",11,3
"17888",19980696,1998,"Female",12,8
"17889",19980699,1998,"Male",12,6
"17890",19980702,1998,"Male",13,5
"17891",19980703,1998,"Female",9,6
"17892",19980704,1998,"Male",12,4
"17893",19980708,1998,"Female",16,10
"17894",19980711,1998,"Female",16,6
"17895",19980715,1998,"Male",16,5
"17896",19980716,1998,"Female",16,8
"17897",19980718,1998,"Female",17,7
"17898",19980721,1998,"Female",15,7
"17899",19980724,1998,"Male",8,4
"17900",19980725,1998,"Female",16,7
"17901",19980727,1998,"Female",12,7
"17902",19980729,1998,"Male",12,4
"17903",19980730,1998,"Female",12,9
"17904",19980732,1998,"Female",11,4
"17905",19980733,1998,"Female",12,10
"17906",19980734,1998,"Female",12,10
"17907",19980736,1998,"Male",11,5
"17908",19980738,1998,"Male",8,4
"17909",19980740,1998,"Male",20,10
"17910",19980741,1998,"Female",16,9
"17911",19980742,1998,"Male",16,9
"17912",19980743,1998,"Female",16,10
"17913",19980750,1998,"Male",16,9
"17914",19980751,1998,"Female",12,6
"17915",19980753,1998,"Male",16,6
"17916",19980755,1998,"Female",17,7
"17917",19980756,1998,"Female",14,6
"17918",19980761,1998,"Female",14,8
"17919",19980762,1998,"Male",19,8
"17920",19980765,1998,"Female",12,7
"17921",19980766,1998,"Male",11,4
"17922",19980768,1998,"Female",16,7
"17923",19980770,1998,"Male",16,7
"17924",19980771,1998,"Male",14,8
"17925",19980773,1998,"Male",11,8
"17926",19980775,1998,"Male",11,7
"17927",19980778,1998,"Male",9,5
"17928",19980779,1998,"Female",16,10
"17929",19980785,1998,"Female",10,4
"17930",19980788,1998,"Male",5,4
"17931",19980789,1998,"Female",5,3
"17932",19980791,1998,"Female",16,9
"17933",19980793,1998,"Female",13,6
"17934",19980795,1998,"Female",14,7
"17935",19980796,1998,"Female",9,5
"17936",19980797,1998,"Male",14,7
"17937",19980801,1998,"Female",8,1
"17938",19980802,1998,"Male",12,2
"17939",19980805,1998,"Male",8,4
"17940",19980807,1998,"Male",9,5
"17941",19980808,1998,"Female",10,3
"17942",19980811,1998,"Female",17,9
"17943",19980813,1998,"Male",19,8
"17944",19980815,1998,"Female",15,8
"17945",19980819,1998,"Male",20,9
"17946",19980820,1998,"Female",17,9
"17947",19980823,1998,"Female",13,7
"17948",19980825,1998,"Female",13,7
"17949",19980826,1998,"Male",20,10
"17950",19980828,1998,"Female",13,10
"17951",19980829,1998,"Male",16,9
"17952",19980830,1998,"Male",10,6
"17953",19980831,1998,"Female",18,5
"17954",19980832,1998,"Male",20,9
"17955",19980835,1998,"Male",14,6
"17956",19980838,1998,"Female",12,8
"17957",19980842,1998,"Female",16,10
"17958",19980844,1998,"Female",12,5
"17959",19980845,1998,"Female",12,6
"17960",19980848,1998,"Male",14,6
"17961",19980851,1998,"Male",12,5
"17962",19980852,1998,"Female",14,7
"17963",19980853,1998,"Female",16,7
"17964",19980858,1998,"Female",9,1
"17965",19980862,1998,"Female",12,3
"17966",19980863,1998,"Male",8,4
"17967",19980867,1998,"Female",16,10
"17968",19980869,1998,"Female",13,6
"17969",19980871,1998,"Female",12,6
"17970",19980872,1998,"Female",12,7
"17971",19980874,1998,"Female",18,6
"17972",19980875,1998,"Male",8,5
"17973",19980876,1998,"Male",11,6
"17974",19980881,1998,"Female",14,9
"17975",19980882,1998,"Male",12,6
"17976",19980883,1998,"Male",12,6
"17977",19980885,1998,"Female",11,4
"17978",19980886,1998,"Female",12,6
"17979",19980890,1998,"Male",12,1
"17980",19980892,1998,"Female",9,4
"17981",19980895,1998,"Male",12,6
"17982",19980896,1998,"Male",3,3
"17983",19980897,1998,"Male",14,1
"17984",19980902,1998,"Male",12,7
"17985",19980903,1998,"Male",11,3
"17986",19980906,1998,"Male",11,1
"17987",19980909,1998,"Female",12,7
"17988",19980911,1998,"Male",16,5
"17989",19980912,1998,"Female",12,5
"17990",19980915,1998,"Female",9,6
"17991",19980916,1998,"Female",10,6
"17992",19980919,1998,"Female",9,3
"17993",19980922,1998,"Male",14,8
"17994",19980924,1998,"Male",14,4
"17995",19980926,1998,"Female",16,7
"17996",19980928,1998,"Female",16,7
"17997",19980930,1998,"Female",14,6
"17998",19980934,1998,"Female",12,5
"17999",19980936,1998,"Female",15,8
"18000",19980938,1998,"Female",12,7
"18001",19980941,1998,"Male",20,7
"18002",19980942,1998,"Female",12,9
"18003",19980943,1998,"Female",12,3
"18004",19980944,1998,"Male",14,9
"18005",19980945,1998,"Female",18,9
"18006",19980950,1998,"Female",16,5
"18007",19980952,1998,"Female",20,10
"18008",19980956,1998,"Female",16,6
"18009",19980957,1998,"Male",15,3
"18010",19980959,1998,"Female",14,6
"18011",19980961,1998,"Female",16,10
"18012",19980962,1998,"Female",20,7
"18013",19980964,1998,"Female",12,6
"18014",19980966,1998,"Female",12,8
"18015",19980967,1998,"Male",16,7
"18016",19980971,1998,"Male",12,4
"18017",19980972,1998,"Male",13,6
"18018",19980975,1998,"Female",16,8
"18019",19980978,1998,"Female",15,6
"18020",19980981,1998,"Female",8,7
"18021",19980984,1998,"Female",14,9
"18022",19980985,1998,"Female",18,7
"18023",19980990,1998,"Male",12,6
"18024",19980991,1998,"Female",15,6
"18025",19980993,1998,"Male",12,5
"18026",19980994,1998,"Female",14,5
"18027",19980995,1998,"Female",18,7
"18028",19980999,1998,"Female",15,8
"18029",19981001,1998,"Female",12,5
"18030",19981005,1998,"Female",12,7
"18031",19981007,1998,"Female",16,9
"18032",19981010,1998,"Female",12,6
"18033",19981013,1998,"Female",11,4
"18034",19981015,1998,"Female",12,5
"18035",19981017,1998,"Female",16,6
"18036",19981018,1998,"Male",12,2
"18037",19981020,1998,"Female",14,3
"18038",19981021,1998,"Female",12,3
"18039",19981023,1998,"Female",12,5
"18040",19981026,1998,"Female",8,8
"18041",19981028,1998,"Female",12,4
"18042",19981031,1998,"Female",16,6
"18043",19981034,1998,"Female",20,6
"18044",19981036,1998,"Male",13,6
"18045",19981037,1998,"Female",12,9
"18046",19981038,1998,"Male",12,6
"18047",19981039,1998,"Male",13,6
"18048",19981040,1998,"Female",12,6
"18049",19981042,1998,"Female",16,10
"18050",19981045,1998,"Female",12,6
"18051",19981046,1998,"Female",10,4
"18052",19981049,1998,"Male",14,3
"18053",19981052,1998,"Male",12,5
"18054",19981058,1998,"Male",16,6
"18055",19981061,1998,"Female",16,7
"18056",19981062,1998,"Male",12,6
"18057",19981064,1998,"Female",20,9
"18058",19981067,1998,"Male",16,10
"18059",19981068,1998,"Male",12,6
"18060",19981071,1998,"Male",13,5
"18061",19981072,1998,"Male",12,2
"18062",19981073,1998,"Female",11,3
"18063",19981074,1998,"Male",16,8
"18064",19981077,1998,"Male",12,5
"18065",19981078,1998,"Female",12,3
"18066",19981081,1998,"Male",12,3
"18067",19981082,1998,"Male",13,3
"18068",19981085,1998,"Female",12,6
"18069",19981086,1998,"Female",12,6
"18070",19981088,1998,"Male",16,5
"18071",19981089,1998,"Female",8,2
"18072",19981090,1998,"Male",9,6
"18073",19981092,1998,"Male",16,7
"18074",19981096,1998,"Female",10,4
"18075",19981097,1998,"Female",12,6
"18076",19981101,1998,"Male",12,7
"18077",19981103,1998,"Female",12,7
"18078",19981104,1998,"Male",16,10
"18079",19981106,1998,"Male",12,4
"18080",19981107,1998,"Male",13,6
"18081",19981108,1998,"Female",14,5
"18082",19981112,1998,"Female",12,5
"18083",19981115,1998,"Male",16,5
"18084",19981116,1998,"Female",12,5
"18085",19981117,1998,"Female",9,5
"18086",19981124,1998,"Female",12,7
"18087",19981125,1998,"Female",12,8
"18088",19981127,1998,"Female",10,8
"18089",19981128,1998,"Female",14,6
"18090",19981135,1998,"Male",12,8
"18091",19981136,1998,"Female",13,7
"18092",19981138,1998,"Female",14,9
"18093",19981142,1998,"Male",14,4
"18094",19981144,1998,"Female",15,10
"18095",19981145,1998,"Male",12,10
"18096",19981146,1998,"Female",14,6
"18097",19981148,1998,"Female",10,6
"18098",19981155,1998,"Male",9,4
"18099",19981157,1998,"Male",12,6
"18100",19981159,1998,"Female",12,6
"18101",19981161,1998,"Male",11,2
"18102",19981162,1998,"Female",12,6
"18103",19981163,1998,"Male",11,6
"18104",19981168,1998,"Female",13,4
"18105",19981169,1998,"Male",11,6
"18106",19981170,1998,"Male",14,8
"18107",19981172,1998,"Female",18,10
"18108",19981176,1998,"Male",14,5
"18109",19981177,1998,"Female",16,9
"18110",19981180,1998,"Female",12,7
"18111",19981182,1998,"Female",12,9
"18112",19981183,1998,"Male",14,5
"18113",19981187,1998,"Male",16,10
"18114",19981190,1998,"Female",10,3
"18115",19981191,1998,"Female",12,7
"18116",19981192,1998,"Female",20,8
"18117",19981198,1998,"Male",14,3
"18118",19981199,1998,"Female",14,6
"18119",19981203,1998,"Female",13,5
"18120",19981204,1998,"Female",13,9
"18121",19981206,1998,"Male",16,10
"18122",19981207,1998,"Female",10,5
"18123",19981208,1998,"Female",14,3
"18124",19981211,1998,"Female",12,5
"18125",19981212,1998,"Male",10,2
"18126",19981214,1998,"Female",12,7
"18127",19981217,1998,"Male",12,7
"18128",19981218,1998,"Male",12,4
"18129",19981220,1998,"Female",13,7
"18130",19981224,1998,"Female",14,6
"18131",19981225,1998,"Female",12,5
"18132",19981227,1998,"Male",16,6
"18133",19981229,1998,"Male",13,4
"18134",19981230,1998,"Female",15,7
"18135",19981231,1998,"Female",14,6
"18136",19981232,1998,"Male",12,5
"18137",19981237,1998,"Female",8,4
"18138",19981241,1998,"Female",10,3
"18139",19981243,1998,"Male",12,6
"18140",19981244,1998,"Male",17,5
"18141",19981247,1998,"Female",13,4
"18142",19981250,1998,"Male",13,8
"18143",19981252,1998,"Female",12,6
"18144",19981255,1998,"Female",14,6
"18145",19981256,1998,"Male",12,7
"18146",19981257,1998,"Female",12,3
"18147",19981258,1998,"Male",14,10
"18148",19981259,1998,"Female",10,3
"18149",19981261,1998,"Female",12,5
"18150",19981265,1998,"Male",12,7
"18151",19981266,1998,"Female",10,5
"18152",19981267,1998,"Male",10,2
"18153",19981269,1998,"Female",16,9
"18154",19981273,1998,"Male",14,7
"18155",19981274,1998,"Male",12,7
"18156",19981276,1998,"Male",16,9
"18157",19981277,1998,"Female",16,6
"18158",19981278,1998,"Male",20,5
"18159",19981281,1998,"Male",16,9
"18160",19981282,1998,"Female",16,9
"18161",19981285,1998,"Female",16,9
"18162",19981290,1998,"Female",13,8
"18163",19981294,1998,"Male",10,6
"18164",19981296,1998,"Female",12,4
"18165",19981297,1998,"Female",13,2
"18166",19981299,1998,"Male",16,9
"18167",19981301,1998,"Female",10,7
"18168",19981302,1998,"Female",15,7
"18169",19981303,1998,"Female",13,3
"18170",19981304,1998,"Female",12,7
"18171",19981305,1998,"Female",12,7
"18172",19981308,1998,"Female",14,9
"18173",19981309,1998,"Male",14,9
"18174",19981312,1998,"Female",11,5
"18175",19981316,1998,"Male",8,3
"18176",19981317,1998,"Male",13,7
"18177",19981318,1998,"Female",9,1
"18178",19981319,1998,"Male",17,6
"18179",19981323,1998,"Female",12,6
"18180",19981324,1998,"Female",14,2
"18181",19981327,1998,"Male",16,6
"18182",19981329,1998,"Male",14,6
"18183",19981330,1998,"Female",15,3
"18184",19981336,1998,"Male",8,0
"18185",19981339,1998,"Male",16,8
"18186",19981340,1998,"Female",16,7
"18187",19981343,1998,"Male",19,9
"18188",19981348,1998,"Male",12,5
"18189",19981350,1998,"Male",18,7
"18190",19981351,1998,"Female",17,8
"18191",19981354,1998,"Female",17,10
"18192",19981355,1998,"Male",11,5
"18193",19981358,1998,"Male",16,8
"18194",19981359,1998,"Female",15,6
"18195",19981360,1998,"Female",15,5
"18196",19981362,1998,"Female",16,8
"18197",19981364,1998,"Male",16,8
"18198",19981366,1998,"Female",19,7
"18199",19981367,1998,"Female",20,9
"18200",19981368,1998,"Female",19,9
"18201",19981370,1998,"Male",15,6
"18202",19981372,1998,"Female",14,6
"18203",19981374,1998,"Female",16,6
"18204",19981376,1998,"Female",15,5
"18205",19981377,1998,"Male",11,5
"18206",19981379,1998,"Female",14,5
"18207",19981382,1998,"Male",16,10
"18208",19981383,1998,"Female",12,7
"18209",19981384,1998,"Male",16,8
"18210",19981385,1998,"Male",16,6
"18211",19981386,1998,"Female",14,7
"18212",19981391,1998,"Male",10,6
"18213",19981393,1998,"Female",10,5
"18214",19981394,1998,"Female",12,5
"18215",19981396,1998,"Female",12,4
"18216",19981397,1998,"Female",11,2
"18217",19981400,1998,"Female",18,4
"18218",19981401,1998,"Female",9,3
"18219",19981408,1998,"Female",13,8
"18220",19981411,1998,"Male",12,7
"18221",19981414,1998,"Female",12,7
"18222",19981415,1998,"Male",15,6
"18223",19981418,1998,"Male",19,9
"18224",19981423,1998,"Female",12,6
"18225",19981426,1998,"Female",12,6
"18226",19981427,1998,"Female",14,5
"18227",19981428,1998,"Male",18,10
"18228",19981429,1998,"Female",12,6
"18229",19981430,1998,"Male",12,6
"18230",19981433,1998,"Female",14,5
"18231",19981434,1998,"Male",14,7
"18232",19981435,1998,"Female",13,6
"18233",19981437,1998,"Male",12,3
"18234",19981438,1998,"Female",10,6
"18235",19981443,1998,"Female",14,8
"18236",19981445,1998,"Female",12,5
"18237",19981448,1998,"Male",13,4
"18238",19981451,1998,"Female",12,8
"18239",19981453,1998,"Female",12,6
"18240",19981455,1998,"Male",13,8
"18241",19981456,1998,"Female",16,8
"18242",19981458,1998,"Male",2,7
"18243",19981460,1998,"Female",12,3
"18244",19981463,1998,"Male",12,8
"18245",19981467,1998,"Male",16,6
"18246",19981471,1998,"Female",12,5
"18247",19981475,1998,"Male",16,6
"18248",19981476,1998,"Female",16,5
"18249",19981477,1998,"Female",6,4
"18250",19981480,1998,"Female",13,7
"18251",19981481,1998,"Male",14,5
"18252",19981483,1998,"Male",20,9
"18253",19981485,1998,"Female",12,6
"18254",19981486,1998,"Male",20,9
"18255",19981493,1998,"Female",14,5
"18256",19981494,1998,"Male",12,4
"18257",19981496,1998,"Female",9,6
"18258",19981501,1998,"Female",12,7
"18259",19981504,1998,"Female",12,6
"18260",19981505,1998,"Female",12,4
"18261",19981509,1998,"Male",12,4
"18262",19981514,1998,"Male",16,9
"18263",19981515,1998,"Female",9,2
"18264",19981516,1998,"Female",14,7
"18265",19981523,1998,"Female",12,1
"18266",19981530,1998,"Male",20,9
"18267",19981531,1998,"Female",12,5
"18268",19981532,1998,"Male",13,5
"18269",19981536,1998,"Female",12,5
"18270",19981540,1998,"Female",13,8
"18271",19981541,1998,"Female",14,7
"18272",19981542,1998,"Male",14,9
"18273",19981547,1998,"Male",14,4
"18274",19981549,1998,"Male",16,4
"18275",19981550,1998,"Female",16,9
"18276",19981554,1998,"Male",14,3
"18277",19981555,1998,"Male",18,7
"18278",19981558,1998,"Female",15,9
"18279",19981562,1998,"Male",16,6
"18280",19981563,1998,"Male",15,6
"18281",19981565,1998,"Female",16,5
"18282",19981566,1998,"Female",16,10
"18283",19981568,1998,"Female",13,5
"18284",19981569,1998,"Female",12,2
"18285",19981571,1998,"Male",12,2
"18286",19981572,1998,"Male",16,5
"18287",19981575,1998,"Male",15,5
"18288",19981577,1998,"Female",16,10
"18289",19981578,1998,"Female",16,5
"18290",19981579,1998,"Female",14,8
"18291",19981580,1998,"Male",12,5
"18292",19981583,1998,"Female",16,8
"18293",19981585,1998,"Female",16,6
"18294",19981587,1998,"Female",12,8
"18295",19981588,1998,"Female",19,10
"18296",19981589,1998,"Female",14,5
"18297",19981596,1998,"Male",13,9
"18298",19981599,1998,"Female",12,6
"18299",19981602,1998,"Female",12,5
"18300",19981605,1998,"Female",15,6
"18301",19981606,1998,"Female",18,8
"18302",19981607,1998,"Female",18,9
"18303",19981610,1998,"Female",15,2
"18304",19981611,1998,"Male",12,5
"18305",19981615,1998,"Male",16,6
"18306",19981616,1998,"Male",15,6
"18307",19981617,1998,"Male",10,1
"18308",19981619,1998,"Female",19,9
"18309",19981622,1998,"Female",16,6
"18310",19981624,1998,"Female",16,7
"18311",19981627,1998,"Female",16,5
"18312",19981630,1998,"Female",13,5
"18313",19981636,1998,"Male",14,7
"18314",19981637,1998,"Female",12,6
"18315",19981638,1998,"Female",10,5
"18316",19981639,1998,"Female",12,4
"18317",19981640,1998,"Female",13,6
"18318",19981641,1998,"Female",13,4
"18319",19981642,1998,"Female",12,5
"18320",19981643,1998,"Female",11,4
"18321",19981647,1998,"Female",12,10
"18322",19981652,1998,"Female",16,8
"18323",19981653,1998,"Female",10,9
"18324",19981655,1998,"Female",14,7
"18325",19981661,1998,"Male",20,6
"18326",19981663,1998,"Female",16,10
"18327",19981670,1998,"Female",12,4
"18328",19981671,1998,"Female",11,3
"18329",19981672,1998,"Male",8,3
"18330",19981674,1998,"Male",12,5
"18331",19981676,1998,"Female",13,0
"18332",19981677,1998,"Female",14,8
"18333",19981679,1998,"Male",14,4
"18334",19981682,1998,"Female",15,8
"18335",19981684,1998,"Male",12,7
"18336",19981685,1998,"Female",13,6
"18337",19981686,1998,"Female",16,6
"18338",19981690,1998,"Male",12,6
"18339",19981692,1998,"Male",12,7
"18340",19981694,1998,"Female",12,7
"18341",19981695,1998,"Male",12,8
"18342",19981697,1998,"Female",13,8
"18343",19981704,1998,"Female",14,5
"18344",19981706,1998,"Female",14,1
"18345",19981709,1998,"Female",12,6
"18346",19981710,1998,"Male",12,4
"18347",19981715,1998,"Female",12,4
"18348",19981716,1998,"Female",20,8
"18349",19981717,1998,"Male",12,8
"18350",19981719,1998,"Male",13,6
"18351",19981723,1998,"Female",12,9
"18352",19981724,1998,"Female",12,8
"18353",19981727,1998,"Male",15,4
"18354",19981732,1998,"Male",14,7
"18355",19981735,1998,"Female",11,3
"18356",19981736,1998,"Female",14,8
"18357",19981737,1998,"Male",13,6
"18358",19981741,1998,"Female",14,6
"18359",19981744,1998,"Male",11,4
"18360",19981745,1998,"Female",12,5
"18361",19981747,1998,"Male",12,5
"18362",19981748,1998,"Female",14,5
"18363",19981749,1998,"Male",12,4
"18364",19981750,1998,"Female",13,7
"18365",19981753,1998,"Male",13,7
"18366",19981754,1998,"Male",8,5
"18367",19981757,1998,"Female",12,7
"18368",19981758,1998,"Female",10,7
"18369",19981759,1998,"Female",12,6
"18370",19981760,1998,"Male",12,5
"18371",19981764,1998,"Female",10,5
"18372",19981765,1998,"Male",11,6
"18373",19981767,1998,"Male",13,7
"18374",19981768,1998,"Male",12,9
"18375",19981769,1998,"Female",11,5
"18376",19981771,1998,"Male",12,7
"18377",19981774,1998,"Female",13,6
"18378",19981775,1998,"Male",14,3
"18379",19981776,1998,"Male",12,3
"18380",19981777,1998,"Female",16,10
"18381",19981782,1998,"Male",16,3
"18382",19981783,1998,"Female",16,6
"18383",19981784,1998,"Male",14,10
"18384",19981786,1998,"Male",19,10
"18385",19981787,1998,"Female",12,8
"18386",19981789,1998,"Female",18,10
"18387",19981792,1998,"Female",16,9
"18388",19981794,1998,"Female",16,8
"18389",19981795,1998,"Male",14,6
"18390",19981796,1998,"Female",14,7
"18391",19981798,1998,"Male",8,6
"18392",19981800,1998,"Female",12,6
"18393",19981801,1998,"Male",13,6
"18394",19981803,1998,"Male",12,6
"18395",19981804,1998,"Female",12,6
"18396",19981810,1998,"Female",11,7
"18397",19981811,1998,"Male",8,1
"18398",19981813,1998,"Female",13,3
"18399",19981817,1998,"Female",8,2
"18400",19981821,1998,"Female",12,2
"18401",19981823,1998,"Female",13,5
"18402",19981825,1998,"Male",15,8
"18403",19981826,1998,"Male",14,6
"18404",19981828,1998,"Female",12,6
"18405",19981830,1998,"Male",14,7
"18406",19981831,1998,"Female",19,8
"18407",19981833,1998,"Male",17,10
"18408",19981834,1998,"Female",16,8
"18409",19981835,1998,"Male",18,10
"18410",19981837,1998,"Female",13,6
"18411",19981838,1998,"Female",16,7
"18412",19981839,1998,"Male",18,9
"18413",19981841,1998,"Male",12,6
"18414",19981843,1998,"Female",18,6
"18415",19981845,1998,"Male",16,9
"18416",19981847,1998,"Female",16,6
"18417",19981849,1998,"Female",16,9
"18418",19981851,1998,"Female",14,4
"18419",19981852,1998,"Female",13,7
"18420",19981854,1998,"Male",16,6
"18421",19981855,1998,"Male",17,9
"18422",19981856,1998,"Male",18,9
"18423",19981861,1998,"Male",20,10
"18424",19981862,1998,"Female",12,8
"18425",19981863,1998,"Male",11,5
"18426",19981864,1998,"Male",16,8
"18427",19981868,1998,"Female",15,5
"18428",19981869,1998,"Female",16,6
"18429",19981872,1998,"Female",11,5
"18430",19981874,1998,"Male",16,6
"18431",19981877,1998,"Female",12,5
"18432",19981878,1998,"Male",6,6
"18433",19981881,1998,"Female",11,5
"18434",19981883,1998,"Female",12,5
"18435",19981884,1998,"Female",13,3
"18436",19981885,1998,"Female",11,3
"18437",19981886,1998,"Female",12,4
"18438",19981888,1998,"Female",11,2
"18439",19981890,1998,"Female",12,5
"18440",19981891,1998,"Female",13,5
"18441",19981893,1998,"Female",14,7
"18442",19981897,1998,"Male",19,7
"18443",19981901,1998,"Female",17,7
"18444",19981904,1998,"Female",16,6
"18445",19981905,1998,"Male",12,8
"18446",19981906,1998,"Female",11,4
"18447",19981910,1998,"Female",12,6
"18448",19981917,1998,"Female",12,7
"18449",19981918,1998,"Male",13,6
"18450",19981920,1998,"Male",15,5
"18451",19981924,1998,"Male",18,9
"18452",19981925,1998,"Male",18,6
"18453",19981928,1998,"Female",15,7
"18454",19981930,1998,"Female",12,7
"18455",19981934,1998,"Male",16,9
"18456",19981939,1998,"Female",12,5
"18457",19981942,1998,"Male",13,4
"18458",19981944,1998,"Male",13,5
"18459",19981946,1998,"Female",15,7
"18460",19981947,1998,"Female",14,10
"18461",19981949,1998,"Female",16,7
"18462",19981953,1998,"Male",14,5
"18463",19981956,1998,"Female",12,7
"18464",19981958,1998,"Male",12,9
"18465",19981962,1998,"Male",19,7
"18466",19981963,1998,"Male",12,6
"18467",19981965,1998,"Male",12,6
"18468",19981967,1998,"Female",20,10
"18469",19981969,1998,"Female",16,7
"18470",19981970,1998,"Female",16,9
"18471",19981971,1998,"Male",12,6
"18472",19981972,1998,"Female",18,9
"18473",19981973,1998,"Female",12,7
"18474",19981978,1998,"Male",16,8
"18475",19981979,1998,"Male",12,6
"18476",19981982,1998,"Female",11,7
"18477",19981983,1998,"Female",12,7
"18478",19981984,1998,"Female",12,6
"18479",19981985,1998,"Female",12,5
"18480",19981987,1998,"Male",13,2
"18481",19981988,1998,"Male",12,10
"18482",19981989,1998,"Male",12,7
"18483",19981994,1998,"Female",18,7
"18484",19981996,1998,"Female",16,8
"18485",19981999,1998,"Male",11,7
"18486",19982001,1998,"Male",16,6
"18487",19982002,1998,"Male",13,5
"18488",19982004,1998,"Male",14,8
"18489",19982006,1998,"Female",14,9
"18490",19982008,1998,"Male",16,4
"18491",19982010,1998,"Female",16,7
